"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.976114232E0	1.155725002E0	-2.141759992E-1	-1.165158033E0	1.655042260E0
2.980960066E0	1.133936048E0	-2.016050071E-1	-1.067867041E0	1.570603564E0
2.985805607E0	1.106927991E0	-1.906539947E-1	-1.005164981E0	1.507313890E0
2.990651374E0	1.078426003E0	-1.872559935E-1	-9.705190063E-1	1.462865200E0
2.995496991E0	1.045025945E0	-1.969240010E-1	-9.548050165E-1	1.429164409E0
3.000342759E0	1.007580042E0	-2.194080055E-1	-9.537910223E-1	1.404661784E0
3.005188376E0	9.701510072E-1	-2.520790100E-1	-9.561719894E-1	1.385280361E0
3.010033915E0	9.324839711E-1	-2.930299938E-1	-9.555860162E-1	1.366944610E0
3.014879682E0	8.915600181E-1	-3.395169973E-1	-9.512240291E-1	1.347211272E0
3.019725299E0	8.452209830E-1	-3.876250088E-1	-9.414749742E-1	1.323263687E0
3.024571071E0	7.978069782E-1	-4.341549873E-1	-9.255689979E-1	1.296790075E0
3.029416612E0	7.513189912E-1	-4.752750099E-1	-8.996909857E-1	1.264836128E0
3.034262225E0	7.059569955E-1	-5.127040148E-1	-8.592600226E-1	1.224568688E0
3.039107995E0	6.623250246E-1	-5.473719835E-1	-8.011839986E-1	1.174813315E0
3.043953612E0	6.256309748E-1	-5.761280060E-1	-7.194799781E-1	1.113996874E0
3.048799379E0	6.024060249E-1	-5.928109884E-1	-6.156160235E-1	1.045610336E0
3.053645007E0	5.990200043E-1	-5.911539793E-1	-4.945999980E-1	9.761747542E-1
3.058490774E0	6.216610074E-1	-5.713120103E-1	-3.601799905E-1	9.179267110E-1
3.063336391E0	6.690779924E-1	-5.347520113E-1	-2.155490071E-1	8.832250268E-1
3.068181949E0	7.338929772E-1	-4.846900105E-1	-6.051399931E-2	8.815811094E-1
3.073027716E0	8.054100275E-1	-4.249750078E-1	1.082049981E-1	9.170590991E-1
3.077873333E0	8.769239783E-1	-3.598369956E-1	2.872369885E-1	9.904460686E-1
3.082719077E0	9.484379888E-1	-2.936150134E-1	4.652599990E-1	1.096453949E0
3.087564694E0	1.015930057E0	-2.288269997E-1	6.293219924E-1	1.216766964E0
3.092410232E0	1.075222015E0	-1.667799950E-1	7.702130079E-1	1.333096406E0
3.097255990E0	1.122591019E0	-1.094169989E-1	8.824149966E-1	1.432075033E0
3.102101607E0	1.155634046E0	-5.414199829E-2	9.579380155E-1	1.502020854E0
3.106947374E0	1.172299981E0	-9.180000052E-4	9.939039946E-1	1.536923303E0
3.111793007E0	1.172989964E0	4.938500002E-2	9.920290112E-1	1.537031520E0
3.116638774E0	1.156559944E0	9.026700258E-2	9.600740075E-1	1.505829053E0
3.121484314E0	1.120686054E0	1.166509986E-1	9.119079709E-1	1.449524348E0
3.126329928E0	1.067276955E0	1.232649982E-1	8.630949855E-1	1.378117307E0
3.131175697E0	1.000288010E0	1.074230000E-1	8.262799978E-1	1.301865753E0
3.136021314E0	9.179019928E-1	7.106199861E-2	8.076180220E-1	1.224679854E0
3.140866848E0	8.184090257E-1	1.828599907E-2	8.119699955E-1	1.153006064E0
3.145712692E0	7.035070062E-1	-4.762199894E-2	8.443750143E-1	1.100072328E0
3.150558233E0	5.821499825E-1	-1.168849990E-1	8.999260068E-1	1.078159322E0
3.155404000E0	4.657849967E-1	-1.786170006E-1	9.716910124E-1	1.092265132E0
3.160249617E0	3.611980081E-1	-2.285130024E-1	1.051067948E0	1.134647974E0
3.165095384E0	2.744649947E-1	-2.654289901E-1	1.131616950E0	1.194294982E0
3.169940993E0	2.056529969E-1	-2.857680023E-1	1.205250025E0	1.255621013E0
3.174786531E0	1.534759998E-1	-2.923980057E-1	1.264793992E0	1.307193681E0
3.179632299E0	1.151819974E-1	-2.855710089E-1	1.302150965E0	1.338063836E0
3.184477925E0	8.461199701E-2	-2.686170042E-1	1.314223051E0	1.344059713E0
3.189323692E0	5.574899912E-2	-2.502009869E-1	1.301916003E0	1.326911363E0
3.194169329E0	2.416799963E-2	-2.354049981E-1	1.272022963E0	1.293847759E0
3.199014867E0	-1.290700026E-2	-2.260580063E-1	1.228889942E0	1.249575649E0
3.203860634E0	-5.489100143E-2	-2.226659954E-1	1.176378965E0	1.198524358E0
3.208706262E0	-1.074400023E-1	-2.289550006E-1	1.123069048E0	1.151194090E0
3.213552029E0	-1.787230074E-1	-2.516730130E-1	1.065672040E0	1.109476505E0
3.218397646E0	-2.581579983E-1	-2.865110040E-1	1.000025034E0	1.071813499E0
3.223243414E0	-3.358199894E-1	-3.298960030E-1	9.268220067E-1	1.039521751E0
3.228089031E0	-4.117369950E-1	-3.760339916E-1	8.471249938E-1	1.014174379E0
3.232934569E0	-4.858160019E-1	-4.255850017E-1	7.617869973E-1	9.987287973E-1
3.237780342E0	-5.569549799E-1	-4.794639945E-1	6.732140183E-1	9.966452158E-1
3.242625959E0	-6.275299788E-1	-5.407000184E-1	5.823699832E-1	1.012573544E0
3.247471498E0	-6.925460100E-1	-6.183570027E-1	4.962880015E-1	1.052752174E0
3.252317346E0	-7.476239800E-1	-7.138109803E-1	4.226970077E-1	1.116754445E0
3.257162886E0	-7.941740155E-1	-8.232470155E-1	3.638240099E-1	1.200339921E0
3.262008653E0	-8.363959789E-1	-9.383140206E-1	3.181309998E-1	1.296610492E0
3.266854271E0	-8.814100027E-1	-1.045307994E0	2.831079960E-1	1.396317490E0
3.271700038E0	-9.508129954E-1	-1.131541967E0	2.700299919E-1	1.502447594E0
3.276545655E0	-1.051095009E0	-1.178501010E0	2.633990049E-1	1.600951087E0
3.281391195E0	-1.161900997E0	-1.173354983E0	2.457080036E-1	1.669475447E0
3.286236962E0	-1.269317985E0	-1.124096990E0	2.348749936E-1	1.711703377E0
3.291082580E0	-1.363679051E0	-1.041146994E0	2.401909977E-1	1.732425852E0
3.295928342E0	-1.438274980E0	-9.364789724E-1	2.545959949E-1	1.735063948E0
3.300773959E0	-1.488054991E0	-8.231819868E-1	2.742280066E-1	1.722538022E0
3.305619726E0	-1.510704041E0	-7.115389705E-1	2.973400056E-1	1.696150195E0
3.310465276E0	-1.514776945E0	-6.099020243E-1	3.259179890E-1	1.665158313E0
3.315311120E0	-1.511904955E0	-5.283370018E-1	3.740000129E-1	1.644649686E0
3.320156661E0	-1.508586049E0	-4.656389952E-1	4.495609999E-1	1.641571392E0
3.325002286E0	-1.500759006E0	-4.173319936E-1	5.566189885E-1	1.654166946E0
3.329848053E0	-1.481601000E0	-3.742179871E-1	6.867030263E-1	1.675333301E0
3.334693671E0	-1.452419043E0	-3.297010064E-1	8.217999935E-1	1.701052338E0
3.339539438E0	-1.418092966E0	-2.816379964E-1	9.501820207E-1	1.730073263E0
3.344384978E0	-1.394333005E0	-2.314399928E-1	1.060930967E0	1.767287050E0
3.349230582E0	-1.374305010E0	-1.883440018E-1	1.137464046E0	1.793881875E0
3.354076351E0	-1.349791050E0	-1.573790014E-1	1.161339998E0	1.787572270E0
3.358921968E0	-1.326347947E0	-1.347140074E-1	1.154198050E0	1.763383078E0
3.363767751E0	-1.291950941E0	-9.634199739E-2	1.161702037E0	1.740106502E0
3.368613291E0	-1.248535991E0	-4.693799838E-2	1.180474043E0	1.718884598E0
3.373458904E0	-1.193691969E0	8.228000253E-3	1.207048059E0	1.697625763E0
3.378304669E0	-1.131747961E0	6.966400146E-2	1.239418030E0	1.679840342E0
3.383150286E0	-1.065207958E0	1.385409981E-1	1.281337976E0	1.672031283E0
3.387996053E0	-9.990159869E-1	2.155430019E-1	1.335242987E0	1.681477196E0
3.392841603E0	-9.432529807E-1	3.060039878E-1	1.395987988E0	1.712351333E0
3.397687216E0	-8.950039744E-1	4.095300138E-1	1.452501059E0	1.754567261E0
3.402532985E0	-8.590220213E-1	5.215290189E-1	1.499564052E0	1.805160296E0
3.407378603E0	-8.384090066E-1	6.334739923E-1	1.534531951E0	1.859840657E0
3.412224370E0	-8.217269778E-1	7.328640223E-1	1.560654998E0	1.909965686E0
3.417069988E0	-7.841190100E-1	8.111630082E-1	1.568336964E0	1.931970207E0
3.421915751E0	-7.094029784E-1	8.553490043E-1	1.574674964E0	1.927297524E0
3.426761291E0	-5.996379852E-1	8.589670062E-1	1.599280000E0	1.911828065E0
3.431606905E0	-4.638119936E-1	8.259779811E-1	1.622670054E0	1.878941004E0
3.436452674E0	-3.132669926E-1	7.672160268E-1	1.631929994E0	1.830287449E0
3.441298291E0	-1.543309987E-1	6.991369724E-1	1.634614944E0	1.784538198E0
3.446144059E0	1.499999962E-5	6.342030168E-1	1.634912014E0	1.753610778E0
3.450989589E0	1.372209936E-1	5.782970190E-1	1.631636024E0	1.736517537E0
3.455835202E0	2.503690124E-1	5.339549780E-1	1.622887969E0	1.726718831E0
3.460680972E0	3.472720087E-1	5.056970119E-1	1.595839977E0	1.709687851E0
3.465526599E0	4.316909909E-1	4.916459918E-1	1.540171027E0	1.673379720E0
3.470372366E0	4.997999966E-1	4.849379957E-1	1.453178048E0	1.611425250E0
3.475217907E0	5.490520000E-1	4.743359983E-1	1.337803960E0	1.521897557E0
3.480063519E0	5.804089904E-1	4.538510144E-1	1.210132957E0	1.416784074E0
3.484909288E0	5.993649960E-1	4.221400023E-1	1.084692955E0	1.309197994E0
3.489754906E0	6.237869859E-1	3.788299859E-1	9.757840037E-1	1.218514171E0
3.494600678E0	6.468369961E-1	3.337109983E-1	8.973399997E-1	1.155413435E0
3.499446295E0	6.653400064E-1	2.932739854E-1	8.695089817E-1	1.133460552E0
3.504292063E0	6.924660206E-1	2.617540061E-1	8.823620081E-1	1.151775613E0
3.509137603E0	7.148050070E-1	2.124679983E-1	8.932809830E-1	1.163632142E0
3.513983217E0	7.290369868E-1	1.549700052E-1	9.014430046E-1	1.169662396E0
3.518828976E0	7.357609868E-1	9.486100078E-2	9.043970108E-1	1.169733642E0
3.523674593E0	7.466959953E-1	3.400500119E-2	8.996729851E-1	1.169667786E0
3.528520360E0	7.550600171E-1	-2.189400047E-2	8.808900118E-1	1.160414663E0
3.533365993E0	7.577300072E-1	-6.789100170E-2	8.445379734E-1	1.136665448E0
3.538211531E0	7.605029941E-1	-1.022619978E-1	7.963669896E-1	1.105903568E0
3.543057299E0	7.588909864E-1	-1.257369965E-1	7.393149734E-1	1.066917031E0
3.547902911E0	7.616239786E-1	-1.414519995E-1	6.766890287E-1	1.028585337E0
3.552748678E0	7.777299881E-1	-1.504479945E-1	6.131160259E-1	1.001703446E0
3.557594296E0	8.056820035E-1	-1.543889940E-1	5.485290289E-1	9.868351168E-1
3.562439823E0	8.433030248E-1	-1.527539939E-1	4.878570139E-1	9.861532540E-1
3.567285590E0	8.834879994E-1	-1.433359981E-1	4.336389899E-1	9.945546878E-1
3.572131208E0	9.089959860E-1	-1.253959984E-1	3.851560056E-1	9.951597900E-1
3.576976975E0	9.135040045E-1	-9.450600296E-2	3.398570120E-1	9.792465162E-1
3.581822592E0	8.961679935E-1	-5.338599905E-2	2.947419882E-1	9.449020992E-1
3.586668360E0	8.496739864E-1	-1.614799909E-2	2.476059943E-1	8.851640354E-1
3.591513876E0	7.746800184E-1	9.363999590E-3	2.013410032E-1	8.004717453E-1
3.596359489E0	6.750370264E-1	2.421900071E-2	1.585820019E-1	6.938370114E-1
3.601205259E0	5.633339882E-1	3.278300166E-2	1.216289997E-1	5.772464994E-1
3.606050871E0	4.472829998E-1	3.848500177E-2	9.264100343E-2	4.583945165E-1
3.610896638E0	3.314569890E-1	4.125899822E-2	7.641199976E-2	3.426438884E-1
3.615742256E0	2.205359936E-1	4.188200086E-2	7.447399944E-2	2.365092029E-1
3.620588028E0	9.138400108E-2	5.304300040E-2	9.833499789E-2	1.443411492E-1
3.625433568E0	-1.557600033E-2	6.861200184E-2	1.471129954E-1	1.630719228E-1
3.630279182E0	-7.509499788E-2	7.531999797E-2	1.768770069E-1	2.063924329E-1
3.635124923E0	-1.004920006E-1	6.938699633E-2	1.867060065E-1	2.230971320E-1
3.639970540E0	-1.082940027E-1	5.212499946E-2	1.732439995E-1	2.108508713E-1
3.644816308E0	-1.112800017E-1	2.995200083E-2	1.394249946E-1	1.808858487E-1
3.649661852E0	-1.164780036E-1	9.277000092E-3	8.504199982E-2	1.445175760E-1
3.654507466E0	-1.263190061E-1	-4.197999835E-3	1.095299982E-2	1.268624559E-1
3.659353235E0	-1.340650022E-1	-1.465899963E-2	-7.736500353E-2	1.554787923E-1
3.664198843E0	-1.375160068E-1	-2.219800092E-2	-1.710090041E-1	2.205617439E-1
3.669044610E0	-1.485770047E-1	-2.561200038E-2	-2.635459900E-1	3.036240928E-1
3.673890228E0	-1.646399945E-1	-2.489499934E-2	-3.460650146E-1	3.840404707E-1
3.678735775E0	-1.771080047E-1	-2.055400051E-2	-4.108679891E-1	4.478863882E-1
3.683581543E0	-1.926999986E-1	-1.146300044E-2	-4.591349959E-1	4.980658936E-1
3.688427160E0	-2.212000042E-1	2.256999956E-3	-4.958989918E-1	5.430012394E-1
3.693272927E0	-2.669849992E-1	2.159800008E-2	-5.202640295E-1	5.851684576E-1
3.698118545E0	-3.306849897E-1	4.524400085E-2	-5.301160216E-1	6.264364121E-1
3.702964312E0	-4.058429897E-1	7.246100157E-2	-5.263760090E-1	6.686036433E-1
3.707809934E0	-4.825690091E-1	9.742599726E-2	-5.133600235E-1	7.112687166E-1
3.712655473E0	-5.626580119E-1	1.137590036E-1	-4.942649901E-1	7.575110756E-1
3.717501240E0	-6.493319869E-1	1.164190024E-1	-4.783500135E-1	8.148644972E-1
3.722346857E0	-7.371850014E-1	1.045640036E-1	-4.702140093E-1	8.806114760E-1
3.727192625E0	-8.178750277E-1	8.013900369E-2	-4.671559930E-1	9.452917764E-1
3.732038242E0	-8.867059946E-1	4.968199879E-2	-4.721769989E-1	1.005816554E0
3.736883780E0	-9.386410117E-1	1.816499978E-2	-4.880700111E-1	1.058106446E0
3.741729548E0	-9.668459892E-1	-1.547599956E-2	-5.128530264E-1	1.094554202E0
3.746575165E0	-9.730650187E-1	-4.960399866E-2	-5.464040041E-1	1.117082550E0
3.751420937E0	-9.583100080E-1	-8.092799783E-2	-5.864009857E-1	1.126398477E0
3.756266555E0	-9.218620062E-1	-1.061159968E-1	-6.317399740E-1	1.122579867E0
3.761112093E0	-8.653759956E-1	-1.221159995E-1	-6.819959879E-1	1.108560534E0
3.765957846E0	-7.754309773E-1	-1.398960054E-1	-7.472249866E-1	1.085914027E0
3.770803464E0	-7.008559704E-1	-1.539279968E-1	-8.329319954E-1	1.099394665E0
3.775649231E0	-6.696730256E-1	-1.602379978E-1	-9.025819898E-1	1.135249940E0
3.780494852E0	-6.717339754E-1	-1.590290070E-1	-9.595770240E-1	1.182076488E0
3.785340620E0	-7.054340243E-1	-1.484200060E-1	-9.987909794E-1	1.231766651E0
3.790186160E0	-7.627859712E-1	-1.310590059E-1	-1.024796963E0	1.284222611E0
3.795031774E0	-8.349729776E-1	-1.127000004E-1	-1.041453004E0	1.339591551E0
3.799877543E0	-9.165369868E-1	-9.539599717E-2	-1.052670002E0	1.399019148E0
3.804723160E0	-1.007326961E0	-7.733800262E-2	-1.057940960E0	1.462849222E0
3.809568932E0	-1.105882049E0	-5.612400174E-2	-1.055518985E0	1.529786043E0
3.814414550E0	-1.199537992E0	-3.372599930E-2	-1.041893959E0	1.589204789E0
3.819260331E0	-1.276633978E0	-1.599900052E-2	-1.021291018E0	1.634957377E0
3.824105872E0	-1.337800026E0	-8.266000077E-3	-9.995729923E-1	1.670007007E0
3.828951485E0	-1.379773021E0	-1.663699932E-2	-9.825839996E-1	1.693966261E0
3.833797268E0	-1.400326967E0	-3.903999925E-2	-9.656689763E-1	1.701457113E0
3.838642886E0	-1.398318052E0	-7.375399768E-2	-9.492660165E-1	1.691697076E0
3.843488653E0	-1.373469949E0	-1.171049997E-1	-9.369099736E-1	1.666713407E0
3.848334198E0	-1.330670953E0	-1.662780046E-1	-9.326429963E-1	1.633449270E0
3.853179812E0	-1.277595997E0	-2.146199942E-1	-9.397649765E-1	1.600459773E0
3.858025658E0	-1.209916949E0	-2.587839961E-1	-9.625089765E-1	1.567575105E0
3.862871222E0	-1.122571945E0	-2.976270020E-1	-9.950699806E-1	1.529350800E0
3.867716990E0	-1.019112945E0	-3.290210068E-1	-1.035611987E0	1.489744342E0
3.872562607E0	-9.071670175E-1	-3.529860079E-1	-1.087327957E0	1.459394808E0
3.877408136E0	-7.959660292E-1	-3.698599935E-1	-1.147855043E0	1.444966967E0
3.882253981E0	-6.927670240E-1	-3.803580105E-1	-1.218750954E0	1.452567469E0
3.887099521E0	-6.011409760E-1	-3.848620057E-1	-1.296345949E0	1.479865553E0
3.891945302E0	-5.187109709E-1	-3.847619891E-1	-1.376747012E0	1.520702205E0
3.896790920E0	-4.498940110E-1	-3.846189976E-1	-1.457474947E0	1.573076481E0
3.901636687E0	-3.963080049E-1	-3.869940042E-1	-1.533550978E0	1.630522308E0
3.906482289E0	-3.628250062E-1	-3.977679908E-1	-1.601626039E0	1.689694448E0
3.911327828E0	-3.479779959E-1	-4.194130003E-1	-1.655894995E0	1.743268248E0
3.916173595E0	-3.453580141E-1	-4.520519972E-1	-1.691329956E0	1.784438339E0
3.921019193E0	-3.544369936E-1	-4.828250110E-1	-1.705821991E0	1.807919865E0
3.925864961E0	-3.712759912E-1	-5.036749840E-1	-1.699985981E0	1.811487424E0
3.930710578E0	-3.825759888E-1	-5.179939866E-1	-1.674373984E0	1.793937122E0
3.935556321E0	-3.776339889E-1	-5.286179781E-1	-1.631986022E0	1.756537154E0
3.940401862E0	-3.478859961E-1	-5.355219841E-1	-1.578665018E0	1.702936200E0
3.945247706E0	-2.955470085E-1	-5.375329852E-1	-1.517236948E0	1.636550549E0
3.950093251E0	-2.327349931E-1	-5.349280238E-1	-1.456730008E0	1.569195936E0
3.954938867E0	-1.734820008E-1	-5.297790170E-1	-1.408388019E0	1.514700836E0
3.959784634E0	-1.268460006E-1	-5.243200064E-1	-1.380759954E0	1.482396515E0
3.964630242E0	-9.266600013E-2	-5.221229792E-1	-1.375066996E0	1.473773604E0
3.969476009E0	-6.423600018E-2	-5.230469704E-1	-1.387367964E0	1.484080275E0
3.974321559E0	-3.721499816E-2	-5.275530219E-1	-1.413043022E0	1.508770271E0
3.979167173E0	-3.976999782E-3	-5.368400216E-1	-1.443925977E0	1.540498378E0
3.984012942E0	3.467800096E-2	-5.512930155E-1	-1.479997993E0	1.579721688E0
3.988858573E0	7.530900091E-2	-5.698149800E-1	-1.516260982E0	1.621544918E0
3.993704341E0	1.124109998E-1	-5.841220021E-1	-1.550634980E0	1.660814134E0
3.998549881E0	1.415809989E-1	-5.916730165E-1	-1.581837058E0	1.694795155E0
4.003395480E0	1.570010036E-1	-5.905629992E-1	-1.607885003E0	1.720089577E0
4.008241250E0	1.543959975E-1	-5.770959854E-1	-1.626551986E0	1.732786560E0
4.013086867E0	1.367969960E-1	-5.546389818E-1	-1.630823016E0	1.727981924E0
4.017932619E0	1.087360010E-1	-5.297769904E-1	-1.615532041E0	1.703652239E0
4.022778237E0	7.785800099E-2	-5.096340179E-1	-1.578464031E0	1.660523230E0
4.027623775E0	4.772900045E-2	-4.985620081E-1	-1.520012975E0	1.600400443E0
4.032469533E0	1.455899980E-2	-4.939830005E-1	-1.440371037E0	1.522793450E0
4.037315151E0	-2.557400055E-2	-4.936389923E-1	-1.342242956E0	1.430366959E0
4.042160918E0	-6.630200148E-2	-4.973230064E-1	-1.229583979E0	1.328007112E0
4.047006530E0	-1.045029983E-1	-5.058240294E-1	-1.114681959E0	1.228533555E0
4.051852298E0	-1.370420009E-1	-5.140939951E-1	-1.001945972E0	1.134446507E0
4.056697915E0	-1.588599980E-1	-5.198159814E-1	-8.945199847E-1	1.046714458E0
4.061543439E0	-1.687809974E-1	-5.224789977E-1	-7.955520153E-1	9.666304036E-1
4.066389206E0	-1.647139937E-1	-5.265240073E-1	-7.083979845E-1	8.978785744E-1
4.071234823E0	-1.488820016E-1	-5.364639759E-1	-6.387389898E-1	8.473174995E-1
4.076080566E0	-1.204470024E-1	-5.520769954E-1	-5.915039778E-1	8.180302225E-1
4.080926184E0	-8.243799955E-2	-5.657820106E-1	-5.706980228E-1	8.078375706E-1
4.085771951E0	-4.181599990E-2	-5.683169961E-1	-5.709729791E-1	8.066863881E-1
4.090617483E0	-5.709999823E-4	-5.533620119E-1	-5.893899798E-1	8.084493742E-1
4.095463096E0	4.321400076E-2	-5.255640149E-1	-6.250020266E-1	8.177484435E-1
4.100308865E0	9.171400219E-2	-4.971320033E-1	-6.703469753E-1	8.395932076E-1
4.105154502E0	1.420080066E-1	-4.725989997E-1	-7.140300274E-1	8.679602344E-1
4.110000269E0	1.862020046E-1	-4.504190087E-1	-7.570199966E-1	9.003486798E-1
4.114845809E0	2.198320031E-1	-4.304389954E-1	-7.966489792E-1	9.318011775E-1
4.119691413E0	2.412450016E-1	-4.111360013E-1	-8.258609772E-1	9.535608612E-1
4.124537182E0	2.503950000E-1	-3.951829970E-1	-8.407390118E-1	9.621379023E-1
4.129382785E0	2.469249964E-1	-3.826760054E-1	-8.359140158E-1	9.519270564E-1
4.134228553E0	2.273560017E-1	-3.706899881E-1	-8.089399934E-1	9.184147928E-1
4.139074170E0	1.925480068E-1	-3.640390038E-1	-7.549269795E-1	8.599499263E-1
4.143919937E0	1.512919962E-1	-3.637619913E-1	-6.831120253E-1	7.885772590E-1
4.148765478E0	1.143300012E-1	-3.645629883E-1	-5.987169743E-1	7.102390702E-1
4.153611091E0	9.440100193E-2	-3.680750132E-1	-5.038729906E-1	6.310933015E-1
4.158456869E0	1.018889993E-1	-3.758659959E-1	-4.030990005E-1	5.604867699E-1
4.163302487E0	1.417829990E-1	-3.817160130E-1	-3.060050011E-1	5.093609664E-1
4.168148254E0	2.101559937E-1	-3.770729899E-1	-2.269259989E-1	4.876935415E-1
4.172993866E0	2.992039919E-1	-3.526720107E-1	-1.739439964E-1	4.941225453E-1
4.177839405E0	4.081130028E-1	-3.085069954E-1	-1.565860063E-1	5.350252019E-1
4.182685172E0	5.322710276E-1	-2.484019995E-1	-1.771779954E-1	6.135210202E-1
4.187530785E0	6.603929996E-1	-1.764390022E-1	-2.290849984E-1	7.209227226E-1
4.192376553E0	7.851729989E-1	-1.007990018E-1	-2.976819873E-1	8.457373366E-1
4.197222170E0	9.007040262E-1	-3.543400019E-2	-3.784190118E-1	9.776115076E-1
4.202067937E0	9.953640103E-1	1.736599952E-2	-4.773589969E-1	1.104048325E0
4.206913478E0	1.063812017E0	5.584000051E-2	-5.862619877E-1	1.215942940E0
4.211759091E0	1.101461053E0	7.512699813E-2	-6.894130111E-1	1.301595489E0
4.216604912E0	1.111338973E0	8.059699833E-2	-7.737849951E-1	1.356581515E0
4.221450453E0	1.100088000E0	8.433400095E-2	-8.394929767E-1	1.386381726E0
4.226296220E0	1.072443008E0	9.064300358E-2	-8.905270100E-1	1.396921084E0
4.231141776E0	1.029129982E0	9.077499807E-2	-9.290570021E-1	1.389422734E0
4.235987620E0	9.718139768E-1	7.242800295E-2	-9.451329708E-1	1.357550940E0
4.240833237E0	9.072530270E-1	3.917099908E-2	-9.168109894E-1	1.290420401E0
4.245678801E0	8.420050144E-1	4.137000069E-3	-8.394349813E-1	1.188966209E0
4.250524568E0	7.829750180E-1	-2.695300058E-2	-7.302240133E-1	1.070982471E0
4.255370185E0	7.363259792E-1	-4.895300046E-2	-6.050580144E-1	9.542890258E-1
4.260215957E0	7.129250169E-1	-5.429499969E-2	-4.818130136E-1	8.621796835E-1
4.265061575E0	7.212120295E-1	-3.941199929E-2	-3.737649918E-1	8.132652496E-1
4.269907113E0	7.568280101E-1	-2.480000025E-3	-2.889260054E-1	8.101067978E-1
4.274752885E0	8.135420084E-1	5.145600066E-2	-2.277549952E-1	8.463868249E-1
4.279598502E0	8.854100108E-1	1.114609987E-1	-1.887159944E-1	9.121338542E-1
4.284444269E0	9.655060172E-1	1.693619937E-1	-1.712779999E-1	9.950987425E-1
4.289289887E0	1.042927027E0	2.223220021E-1	-1.633899957E-1	1.078804962E0
4.294135654E0	1.106907010E0	2.620719969E-1	-1.644870043E-1	1.149339304E0
4.298981194E0	1.146790028E0	2.887009978E-1	-1.731539965E-1	1.195181133E0
4.303826827E0	1.156414032E0	3.065569997E-1	-1.901759952E-1	1.211378354E0
4.308672596E0	1.133082986E0	3.158609867E-1	-2.145829946E-1	1.195696900E0
4.313518213E0	1.209933996E0	3.324989974E-1	-3.407400101E-2	1.255251726E0
4.318363986E0	1.308830023E0	3.158000112E-1	3.820039928E-1	1.399533039E0
4.323209603E0	1.122851014E0	2.642599940E-1	4.456839859E-1	1.236633317E0
4.328055370E0	9.031969905E-1	2.241780013E-1	2.497940063E-1	9.635443039E-1
4.332900988E0	7.282400131E-1	1.610819995E-1	1.481180042E-1	7.604077002E-1
4.337746526E0	6.060879827E-1	8.500099927E-2	1.607609987E-1	6.327810927E-1
4.342592293E0	5.285419822E-1	2.305299975E-2	2.354249954E-1	5.790621695E-1
4.347437901E0	4.352200031E-1	-2.535600029E-2	2.889649868E-1	5.230297711E-1
4.352283668E0	3.174009919E-1	-5.629500002E-2	3.053640127E-1	4.440266850E-1
4.357129285E0	1.995860040E-1	-6.316900253E-2	3.080739975E-1	3.724707825E-1
4.361974844E0	9.320300072E-2	-4.549099877E-2	3.297809958E-1	3.457046941E-1
4.366820611E0	-2.627999987E-3	-1.155600045E-2	3.909460008E-1	3.911255848E-1
4.371666228E0	-9.200000018E-2	3.136200085E-2	4.767169952E-1	4.865250956E-1
4.376512005E0	-1.696909964E-1	8.204200119E-2	5.782160163E-1	6.081609045E-1
4.381357622E0	-2.334389985E-1	1.433349997E-1	7.080659866E-1	7.592075669E-1
4.386203389E0	-2.960579991E-1	1.999039948E-1	8.489789963E-1	9.210739830E-1
4.391048920E0	-3.769280016E-1	2.325180024E-1	9.426829815E-1	1.041532786E0
4.395894533E0	-4.627580047E-1	2.391359955E-1	9.876360297E-1	1.116582251E0
4.400740302E0	-5.317410231E-1	2.190169990E-1	9.877169728E-1	1.142935597E0
4.405585916E0	-5.850759745E-1	1.679349989E-1	9.420030117E-1	1.121555052E0
4.410431683E0	-6.432579756E-1	9.016600251E-2	8.572909832E-1	1.075573596E0
4.415277301E0	-7.037870288E-1	1.198000042E-3	7.574059963E-1	1.033915596E0
4.420123072E0	-7.531679869E-1	-8.102100343E-2	6.571310163E-1	1.002819820E0
4.424968689E0	-7.824569941E-1	-1.433490068E-1	5.660560131E-1	9.763233559E-1
4.429814228E0	-8.037179708E-1	-1.776970029E-1	4.988799989E-1	9.625071713E-1
4.434659986E0	-8.162570000E-1	-1.927250028E-1	4.487130046E-1	9.511896641E-1
4.439505603E0	-8.970310092E-1	-2.047470063E-1	4.420990050E-1	1.020802380E0
4.444351371E0	-1.088004947E0	-2.458419949E-1	5.662279725E-1	1.250922527E0
4.449196997E0	-1.150120974E0	-2.840169966E-1	7.143120170E-1	1.383360244E0
4.454042535E0	-1.187489986E0	-3.224110007E-1	8.415889740E-1	1.490755957E0
4.458888303E0	-1.305750966E0	-3.746410012E-1	8.247799873E-1	1.589214741E0
4.463733906E0	-1.445052981E0	-4.043599963E-1	6.264320016E-1	1.626069549E0
4.468579673E0	-1.383020997E0	-4.152370095E-1	6.538689733E-1	1.585154089E0
4.473425291E0	-1.316475987E0	-4.494780004E-1	8.214550018E-1	1.615527102E0
4.478270819E0	-1.273774028E0	-4.644840062E-1	8.419389725E-1	1.595965820E0
4.483116586E0	-1.251871943E0	-4.559940100E-1	7.507429719E-1	1.529290329E0
4.487962204E0	-1.247310996E0	-4.399429858E-1	6.468200088E-1	1.472314734E0
