"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
9.052587075E0	1.106740013E-1	9.780500084E-2	-9.422899783E-2	1.751960524E-1
9.057432690E0	1.205909997E-1	7.677499950E-2	-1.237799972E-1	1.890980631E-1
9.062278457E0	1.304399967E-1	6.627199799E-2	-1.442919970E-1	2.054914861E-1
9.067124066E0	1.278479993E-1	6.872399896E-2	-1.575729996E-1	2.142366663E-1
9.071969833E0	1.188139990E-1	8.128499985E-2	-1.618120074E-1	2.165805700E-1
9.076815450E0	1.050760001E-1	1.039749980E-1	-1.539040059E-1	2.133968346E-1
9.081661202E0	9.625600278E-2	1.288949996E-1	-1.243359968E-1	2.033189098E-1
9.086506819E0	9.347700328E-2	1.466600001E-1	-7.852700353E-2	1.908234683E-1
9.091352586E0	8.467800170E-2	1.630430073E-1	-3.370700032E-2	1.867874408E-1
9.096198113E0	8.197999746E-2	1.748719960E-1	8.022000082E-3	1.933010281E-1
9.101043726E0	8.703699708E-2	1.798660010E-1	4.345000163E-2	2.044874564E-1
9.105889495E0	8.788999915E-2	1.781779975E-1	7.108899951E-2	2.110111291E-1
9.110735122E0	7.248199731E-2	1.678899974E-1	9.211499989E-2	2.047580630E-1
9.115580889E0	4.266300052E-2	1.574250013E-1	9.942299873E-2	1.910175262E-1
9.120426507E0	3.164000111E-3	1.481589973E-1	8.451800048E-2	1.706000931E-1
9.125272269E0	-3.539400175E-2	1.371710002E-1	6.493300200E-2	1.558361749E-1
9.130117886E0	-6.732600182E-2	1.232080013E-1	4.677399993E-2	1.479892198E-1
9.134963653E0	-9.280800074E-2	1.087170020E-1	3.167299926E-2	1.464100079E-1
9.139809185E0	-1.156189963E-1	9.335800260E-2	2.635999955E-2	1.509248771E-1
9.144655029E0	-1.376989931E-1	7.698500156E-2	2.970699966E-2	1.605310219E-1
9.149500569E0	-1.563220024E-1	6.209800020E-2	4.413300008E-2	1.738978199E-1
9.154346175E0	-1.737730056E-1	5.025300011E-2	6.154799834E-2	1.910774126E-1
9.159191942E0	-1.853079945E-1	4.026599973E-2	7.911899686E-2	2.054755928E-1
9.164037560E0	-1.926839948E-1	3.285200149E-2	9.604900330E-2	2.177883993E-1
9.168883327E0	-1.967339963E-1	2.858000062E-2	1.122739986E-1	2.283123573E-1
9.173728944E0	-2.004200071E-1	2.663099952E-2	1.333640069E-1	2.422051769E-1
9.178574711E0	-2.010709941E-1	2.628399990E-2	1.589819938E-1	2.576735681E-1
9.183420324E0	-1.992930025E-1	2.536899969E-2	1.810729951E-1	2.704601940E-1
9.188266091E0	-1.984450072E-1	2.316899970E-2	1.950419992E-1	2.792106819E-1
9.193111708E0	-2.009589970E-1	2.191900089E-2	2.009840012E-1	2.850605722E-1
9.197957247E0	-2.106319964E-1	2.155699953E-2	1.990319937E-1	2.905929742E-1
9.202803014E0	-2.251379937E-1	2.305600047E-2	1.838700026E-1	2.915936783E-1
9.207648632E0	-2.361689955E-1	2.329700068E-2	1.502249986E-1	2.808666852E-1
9.212494399E0	-2.396939993E-1	2.119199932E-2	1.047929972E-1	2.624573992E-1
9.217340245E0	-2.423859984E-1	1.957100071E-2	4.910000041E-2	2.480822572E-1
9.222185785E0	-2.389850020E-1	1.680600084E-2	-1.064800005E-2	2.398117027E-1
9.227031401E0	-2.289859951E-1	1.389199961E-2	-6.898099929E-2	2.395536513E-1
9.231877168E0	-2.175389975E-1	1.462399960E-2	-1.182660013E-1	2.480401659E-1
9.236722785E0	-2.002079934E-1	1.687099971E-2	-1.579499990E-1	2.555700949E-1
9.241568567E0	-1.806620061E-1	2.032800019E-2	-1.889310032E-1	2.621963234E-1
9.246414184E0	-1.606830060E-1	2.130700089E-2	-2.102040052E-1	2.654406535E-1
9.251259951E0	-1.417630017E-1	2.260099910E-2	-2.173260003E-1	2.604575670E-1
9.256105574E0	-1.234339997E-1	2.657200024E-2	-2.193199992E-1	2.530677489E-1
9.260951112E0	-1.062169969E-1	2.923900075E-2	-2.129350007E-1	2.397462911E-1
9.265796879E0	-8.816599846E-2	2.888200060E-2	-1.963970065E-1	2.172077287E-1
9.270642497E0	-6.970299780E-2	2.693600021E-2	-1.804230064E-1	1.952857323E-1
9.275488264E0	-5.359100178E-2	2.352800034E-2	-1.618960053E-1	1.721507444E-1
9.280333882E0	-4.287299886E-2	1.780099981E-2	-1.410090029E-1	1.484537252E-1
9.285179664E0	-3.653300181E-2	1.341000013E-2	-1.202770025E-1	1.264161605E-1
9.290025281E0	-3.286600113E-2	1.008899976E-2	-9.832900017E-2	1.041659936E-1
9.294871048E0	-3.191100061E-2	7.176999934E-3	-7.604499906E-2	8.278081402E-2
9.299716661E0	-2.648600005E-2	4.145000130E-3	-5.745200068E-2	6.339890856E-2
9.304562199E0	-2.604099922E-2	1.656000037E-3	-4.896200076E-2	5.548110935E-2
9.309407966E0	-3.353900090E-2	2.665000036E-3	-4.785300046E-2	5.849680726E-2
9.314253584E0	-4.349499941E-2	3.664999967E-3	-5.424400046E-2	6.962513041E-2
9.319099351E0	-5.024699867E-2	5.677000154E-3	-6.108099967E-2	7.929613942E-2
9.323945197E0	-5.532899871E-2	6.967999972E-3	-6.591299921E-2	8.633872009E-2
9.328790743E0	-6.265199929E-2	9.022000246E-3	-6.767000258E-2	9.266012494E-2
9.333636358E0	-7.004199922E-2	1.123999991E-2	-6.837400049E-2	9.852524141E-2
9.338482125E0	-7.499600202E-2	1.435500011E-2	-6.804300100E-2	1.022756879E-1
9.343327752E0	-7.621400058E-2	1.614500023E-2	-7.045999914E-2	1.050421173E-1
9.348173519E0	-7.514499873E-2	1.904500090E-2	-7.118099928E-2	1.052436105E-1
9.353019136E0	-7.333300263E-2	2.149300091E-2	-6.664899737E-2	1.013990494E-1
9.357864918E0	-7.149899751E-2	2.319600061E-2	-6.149199978E-2	9.711553493E-2
9.362710535E0	-6.856399775E-2	2.155799977E-2	-5.557800084E-2	9.085528779E-2
9.367556074E0	-6.576900184E-2	1.711799949E-2	-4.791099951E-2	8.315077500E-2
9.372401851E0	-6.353300065E-2	1.177900005E-2	-3.737099841E-2	7.464434698E-2
9.377247468E0	-6.212799996E-2	6.996999960E-3	-2.612899989E-2	6.776113210E-2
9.382093235E0	-6.215199828E-2	4.321000073E-3	-1.432699990E-2	6.392812259E-2
9.386938839E0	-6.223599985E-2	2.116000047E-3	-9.899999714E-4	6.227983007E-2
9.391784606E0	-6.262200326E-2	2.139999997E-3	1.261499990E-2	6.391582836E-2
9.396630223E0	-5.654599890E-2	6.564000156E-3	2.471300028E-2	6.205858903E-2
9.401475971E0	-4.300199822E-2	1.872299984E-2	3.688099980E-2	5.966515499E-2
9.406321588E0	-3.650899976E-2	2.244799957E-2	4.859599844E-2	6.479499064E-2
9.411167355E0	-4.778600112E-2	1.189300045E-2	6.339500099E-2	8.027372866E-2
9.416012964E0	-4.135800153E-2	2.490100078E-2	7.970199734E-2	9.318236158E-2
9.420858502E0	-3.800199926E-2	2.598600090E-2	9.287600219E-2	1.036599053E-1
9.425704269E0	-5.792000145E-2	1.491400041E-2	1.027129963E-1	1.188575348E-1
9.430550106E0	-4.046199843E-2	3.338500112E-2	1.081560031E-1	1.202058760E-1
9.435395646E0	-6.531500071E-2	1.164000016E-2	1.083609983E-1	1.270576439E-1
9.440241262E0	-3.916300088E-2	3.536200151E-2	1.017569974E-1	1.146241611E-1
9.445087029E0	-6.497800350E-2	1.871200092E-2	9.008900076E-2	1.126423898E-1
9.449932646E0	-4.355400056E-2	3.386899829E-2	7.596600056E-2	9.388766293E-2
9.454778413E0	-4.378199950E-2	3.928900138E-2	5.821900070E-2	8.276437127E-2
9.459624031E0	-4.530499876E-2	1.847100072E-2	4.185000062E-2	6.438278754E-2
9.464469798E0	-1.530199964E-2	4.229500145E-2	2.294499986E-2	5.049248814E-2
9.469315415E0	-2.603299916E-2	3.658099845E-2	5.522000138E-3	4.523692052E-2
9.474161188E0	-3.302099928E-2	1.298400015E-2	-8.477999829E-3	3.648077760E-2
9.479006728E0	-5.475000013E-3	2.679600008E-2	-1.425299980E-2	3.084070765E-2
9.483852342E0	7.048000116E-3	4.231499881E-2	-1.267900039E-2	4.473243209E-2
9.488698192E0	-1.115200017E-2	2.912699990E-2	-2.863999922E-3	3.132014889E-2
9.493543961E0	-2.718199976E-2	6.444999948E-3	9.328000247E-3	2.945183736E-2
9.498389501E0	-2.238399908E-2	2.538000001E-3	1.972099952E-2	2.993998465E-2
9.503235117E0	-5.712000187E-3	1.556599978E-2	2.950300090E-2	3.384308434E-2
9.508080884E0	7.687999867E-3	3.135199845E-2	4.001099989E-2	5.140946664E-2
9.512926501E0	1.247099973E-2	3.893699870E-2	4.950299859E-2	6.420406974E-2
9.517772245E0	1.150900032E-2	3.906700015E-2	5.607499927E-2	6.930435147E-2
9.522617862E0	9.207000025E-3	3.578599915E-2	5.979999900E-2	7.029542279E-2
9.527463629E0	7.621000055E-3	3.367299959E-2	6.105700135E-2	7.014205555E-2
9.532309242E0	7.947999984E-3	3.536599874E-2	5.906099826E-2	6.929737431E-2
9.537155009E0	1.127499994E-2	3.946600109E-2	5.574100092E-2	6.922246781E-2
9.542000626E0	1.131800003E-2	4.153300077E-2	5.110500008E-2	6.681922112E-2
9.546846165E0	4.393999930E-3	3.565299883E-2	4.458700120E-2	5.725770025E-2
9.551691932E0	8.970000199E-4	3.714099899E-2	3.694599867E-2	5.239527872E-2
9.556537549E0	1.233800035E-2	5.014400184E-2	2.802499942E-2	5.875412978E-2
9.561383317E0	3.741000080E-3	3.864699975E-2	1.782299951E-2	4.272288593E-2
9.566229163E0	-4.220999777E-3	3.896199912E-2	1.080999989E-2	4.065353997E-2
9.571074703E0	1.143500023E-2	5.000400171E-2	5.518999882E-3	5.159087881E-2
9.575920314E0	-6.047000177E-3	3.036200069E-2	1.989000011E-3	3.102214399E-2
9.580766081E0	2.172200009E-2	5.053099990E-2	-5.779999774E-4	5.500510270E-2
9.585611698E0	1.542999991E-3	2.337699942E-2	-7.999999798E-5	2.342800356E-2
9.590457242E0	2.734800056E-2	3.485500067E-2	4.916000180E-3	4.457523151E-2
9.595303086E0	4.575999919E-3	8.921000175E-3	1.453099959E-2	1.765429037E-2
9.600148855E0	3.021999961E-3	-1.342099998E-2	2.682100050E-2	3.014335403E-2
9.604994473E0	1.332000014E-3	-8.310000412E-3	3.907800093E-2	3.997399765E-2
9.609840011E0	-3.232600167E-2	-4.323299974E-2	5.016199872E-2	7.369049305E-2
9.614685778E0	-1.845400035E-2	-3.669299930E-2	5.896399915E-2	7.185874702E-2
9.619531406E0	5.092000123E-3	-2.857000101E-3	6.396300346E-2	6.422893994E-2
9.624377173E0	-2.182000084E-3	-6.562999915E-3	6.394100189E-2	6.431396283E-2
9.629222790E0	-4.108000081E-3	-2.714999951E-2	6.002699956E-2	6.600938429E-2
9.634068567E0	7.631000131E-3	-3.576700017E-2	5.389500037E-2	6.513203151E-2
9.638914184E0	6.103999913E-3	-4.144699872E-2	4.662799835E-2	6.268399116E-2
9.643759951E0	-8.971000090E-3	-4.905600101E-2	3.845199943E-2	6.297242521E-2
9.648605569E0	-1.190099958E-2	-4.652300104E-2	2.795200050E-2	5.556381691E-2
9.653451336E0	7.845000364E-3	-3.523899987E-2	1.457099989E-2	3.893128794E-2
9.658296953E0	3.181499988E-2	-2.953200042E-2	-2.581000095E-3	4.348557034E-2
9.663142497E0	3.758300096E-2	-3.818299994E-2	-2.115399949E-2	5.760134668E-2
9.667988264E0	2.910800092E-2	-4.312400147E-2	-3.939799964E-2	6.526222182E-2
9.672834110E0	3.152300045E-2	-2.536899969E-2	-5.558799952E-2	6.875544628E-2
9.677679733E0	4.648000002E-2	-2.469999890E-4	-7.071200013E-2	8.462055527E-2
9.682525271E0	5.742299929E-2	1.257099956E-2	-8.523699641E-2	1.035411823E-1
9.687371038E0	5.736700073E-2	1.101499982E-2	-9.832599759E-2	1.143691602E-1
9.692216656E0	4.915000126E-2	1.852000016E-3	-1.098809987E-1	1.203868199E-1
9.697062423E0	4.015000165E-2	-9.050999768E-3	-1.185529977E-1	1.254940496E-1
9.701908040E0	3.173699975E-2	-1.739400066E-2	-1.249779984E-1	1.301125993E-1
9.706753798E0	2.372900024E-2	-2.496000007E-2	-1.283310056E-1	1.328717955E-1
9.711599415E0	1.630200073E-2	-3.331200033E-2	-1.298640072E-1	1.350559327E-1
9.716445182E0	8.572000079E-3	-4.267499968E-2	-1.298770010E-1	1.369768965E-1
9.721290795E0	-4.889999982E-3	-5.584799871E-2	-1.291850060E-1	1.408249866E-1
9.726136562E0	-2.261899970E-2	-7.021699846E-2	-1.269710064E-1	1.468457779E-1
9.730982102E0	-3.495100141E-2	-7.820100337E-2	-1.241789982E-1	1.508555369E-1
9.735827726E0	-3.191899881E-2	-6.920100003E-2	-1.201580018E-1	1.422868451E-1
9.740673495E0	-1.417000033E-2	-3.786699846E-2	-1.143859997E-1	1.213212900E-1
9.745519112E0	-5.460000248E-4	-5.200999789E-3	-1.071510017E-1	1.072785425E-1
9.750364885E0	-4.586999770E-3	1.137000043E-3	-9.829899669E-2	9.841253013E-2
9.755210502E0	-1.562000019E-3	-3.431000048E-3	-8.930300176E-2	8.938253593E-2
9.760056269E0	2.569299936E-2	1.640900038E-2	-8.191300184E-2	8.740209025E-2
9.764901906E0	3.057800047E-2	3.509100154E-2	-7.561899722E-2	8.879541228E-2
9.769747673E0	7.110000006E-4	1.677099988E-2	-7.434999943E-2	7.622135116E-2
9.774593290E0	8.996999823E-3	3.135799989E-2	-7.754799724E-2	8.413062485E-2
9.779438829E0	3.937700018E-2	9.187199920E-2	-8.106499910E-2	1.286955573E-1
9.784284673E0	3.673699871E-2	1.061230004E-1	-8.368600160E-2	1.400537224E-1
9.789130442E0	6.552699953E-2	1.288260072E-1	-8.323100209E-2	1.667852737E-1
9.793976055E0	5.555000156E-2	1.284089983E-1	-7.731100172E-2	1.598488802E-1
9.798821822E0	1.226100046E-2	7.948599756E-2	-7.046700269E-2	1.069296704E-1
9.803667362E0	1.102199964E-2	9.334199876E-2	-5.905500054E-2	1.110031815E-1
9.808512986E0	-1.059100032E-2	7.997199893E-2	-4.692500085E-2	9.332548208E-2
9.813358755E0	3.092000075E-2	1.100760028E-1	-3.326199949E-2	1.190761666E-1
9.818204372E0	1.337100007E-2	7.758899778E-2	-2.239700034E-2	8.185634883E-2
9.823050125E0	2.014599927E-2	6.405100226E-2	-1.063899975E-2	6.798220718E-2
9.827895742E0	-1.599800028E-2	2.742500044E-2	1.069999998E-4	3.175024585E-2
9.832741509E0	-1.751999953E-3	3.522099927E-2	1.055799983E-2	3.681113492E-2
9.837587127E0	-2.266299911E-2	1.547100022E-2	1.725699939E-2	3.241554264E-2
9.842432894E0	8.309999830E-4	3.983100131E-2	2.012600005E-2	4.463468499E-2
9.847278434E0	-1.293400023E-2	2.126600035E-2	1.846300066E-2	3.099053930E-2
9.852124043E0	2.486000070E-3	4.038099945E-2	1.700500026E-2	4.388593564E-2
9.856969812E0	9.713999927E-3	3.728500009E-2	1.411500014E-2	4.103372095E-2
9.861815429E0	6.558000110E-3	3.819200024E-2	1.531399973E-2	4.166719136E-2
9.866661274E0	3.633999825E-2	6.426499784E-2	1.793299988E-2	7.597485047E-2
9.871507045E0	3.679800034E-2	5.951999873E-2	2.060399950E-2	7.294688391E-2
9.876352583E0	4.878399894E-2	7.839100063E-2	2.746500075E-2	9.632940256E-2
9.881198190E0	5.364799872E-2	7.560999691E-2	3.186799958E-2	9.803340654E-2
9.886043957E0	2.459399961E-2	4.478099942E-2	3.756099939E-2	6.341160305E-2
9.890889574E0	4.221300036E-2	4.137999937E-2	4.269099981E-2	7.291613821E-2
9.895735347E0	3.862300143E-2	3.450899944E-2	4.858300090E-2	7.101348645E-2
9.900580964E0	6.154499948E-2	5.435900018E-2	5.367900059E-2	9.810261447E-2
9.905426731E0	2.024899982E-2	3.027000092E-2	5.673300102E-2	6.741608380E-2
9.910272339E0	-6.657000165E-3	-1.983799972E-2	5.566599965E-2	5.946902892E-2
9.915118106E0	2.065899968E-2	1.113600004E-2	5.832400173E-2	6.286886306E-2
9.919963708E0	-2.324900031E-2	-1.963000000E-2	6.013099849E-2	6.739131914E-2
9.924809247E0	-4.343599826E-2	-6.378100067E-2	5.857599899E-2	9.688059480E-2
9.929655014E0	-8.890000172E-3	-2.657200024E-2	5.726800114E-2	6.375521354E-2
9.934500631E0	-4.427099973E-2	-4.717899859E-2	5.328400061E-2	8.381505858E-2
9.939346399E0	-5.744399875E-2	-8.384200186E-2	4.492599890E-2	1.111199336E-1
9.944192016E0	-2.661000006E-2	-5.187800154E-2	3.728099912E-2	6.920471113E-2
9.949037778E0	-3.048199974E-2	-5.107999966E-2	2.650500089E-2	6.512168414E-2
9.953883396E0	-1.052999962E-2	-1.570699923E-2	1.309499983E-2	2.300151598E-2
9.958729163E0	-5.299000069E-2	-4.448899999E-2	-1.289100014E-2	7.038031812E-2
9.963574785E0	-5.950300023E-2	-3.725099936E-2	-2.037069947E-1	2.154641122E-1
9.968420552E0	-4.766599834E-2	-3.631399944E-2	-3.018980026E-1	3.077875208E-1
9.973266170E0	3.458900005E-2	-4.468999803E-3	-2.615669966E-1	2.638819141E-1
9.978111932E0	8.009000123E-2	1.212000032E-3	-2.274499983E-1	2.411418233E-1
9.982957549E0	1.533309966E-1	4.368399829E-2	-1.841299981E-1	2.435621942E-1
9.987803317E0	1.583549976E-1	3.864999861E-2	-1.253399998E-1	2.056216020E-1
9.992648911E0	1.725270003E-1	6.718599796E-2	-6.745500118E-2	1.970525345E-1
9.997494678E0	1.403200030E-1	4.691600055E-2	-2.255100012E-2	1.496641639E-1
1.000234022E1	1.096379980E-1	4.162000120E-2	1.030599978E-2	1.177239515E-1
1.000718585E1	8.394300193E-2	2.927399985E-2	2.829400077E-2	9.329493620E-2
1.001203162E1	3.037800081E-2	-1.799999969E-3	3.885199875E-2	4.935119796E-2
1.001687723E1	1.261799969E-2	5.262999795E-3	4.736300185E-2	4.929672431E-2
1.002172302E1	-1.953000017E-2	-1.040900033E-2	4.983000085E-2	5.452336360E-2
1.002656864E1	-5.182500184E-2	-1.484000031E-2	4.778100178E-2	7.203527299E-2
1.003141441E1	-5.059000105E-2	-5.869999994E-3	3.867100179E-2	6.394725550E-2
1.003626002E1	-7.609900087E-2	-1.995499991E-2	2.410599962E-2	8.228219232E-2
1.004110578E1	-5.838900059E-2	-4.664000124E-3	-2.167999977E-3	5.861508775E-2
1.004595140E1	-7.793299854E-2	-1.107299980E-2	-3.602100164E-2	8.656602188E-2
1.005079718E1	-6.528300047E-2	-7.071000058E-3	-6.635899842E-2	9.335623098E-2
1.005564280E1	-5.343899876E-2	1.822100021E-2	-8.533000201E-2	1.023178415E-1
1.006048856E1	-5.647899956E-2	5.063999910E-3	-9.635700285E-2	1.118042642E-1
1.006533417E1	-9.747000411E-3	3.980600089E-2	-9.751699865E-2	1.057784796E-1
1.007017994E1	1.205800008E-2	6.038400158E-2	-9.308200330E-2	1.116059244E-1
1.007502556E1	1.762700081E-2	4.281700030E-2	-8.691599965E-2	9.848044307E-2
1.007987112E1	4.078999907E-2	4.395800084E-2	-8.370599896E-2	1.029700157E-1
1.008471688E1	3.850600123E-2	4.397699982E-2	-8.273500204E-2	1.013003910E-1
1.008956250E1	-5.588000175E-3	9.898000397E-3	-8.451300114E-2	8.527393224E-2
1.009440828E1	-5.146199837E-2	-3.185699880E-2	-8.599899709E-2	1.051619377E-1
1.009925389E1	-6.377100199E-2	-3.953199834E-2	-8.316499740E-2	1.120086442E-1
1.010409966E1	-4.361100122E-2	-1.247099973E-2	-6.614799798E-2	8.020600288E-2
1.010894530E1	-6.986999884E-3	1.460300013E-2	1.220870018E-1	1.231555999E-1
1.011379107E1	-3.898200020E-2	6.999999750E-4	2.207040042E-1	2.241212703E-1
1.011863669E1	-1.144429967E-1	-2.733900025E-2	1.854380071E-1	2.196175651E-1
1.012348244E1	-2.009249926E-1	-5.877500027E-2	1.596519947E-1	2.632757351E-1
1.012832806E1	-2.555539906E-1	-7.006999850E-2	1.310410053E-1	2.956169682E-1
1.013317360E1	-2.600539923E-1	-5.701399967E-2	8.835999668E-2	2.805105418E-1
1.013801937E1	-2.277719975E-1	-4.312099889E-2	4.527600110E-2	2.361978400E-1
1.014286522E1	-1.945399940E-1	-4.496699944E-2	1.010700036E-2	1.999249653E-1
1.014771084E1	-1.754249930E-1	-5.327700078E-2	-1.611199975E-2	1.840433740E-1
1.015255663E1	-1.462139934E-1	-3.962000087E-2	-3.351299837E-2	1.551495969E-1
1.015740225E1	-9.762500226E-2	-7.497999817E-3	-4.494199902E-2	1.077341373E-1
1.016224779E1	-4.362199828E-2	2.094499953E-2	-5.542699993E-2	7.357801343E-2
1.016709355E1	3.664999967E-3	3.661200032E-2	-6.592199951E-2	7.549556816E-2
1.017193917E1	3.740999848E-2	4.071800038E-2	-7.195699960E-2	9.074840678E-2
1.017678494E1	5.591399968E-2	3.966100141E-2	-7.429300249E-2	1.010881824E-1
1.018163056E1	6.050100178E-2	3.626200184E-2	-7.175700366E-2	1.006199362E-1
1.018647633E1	6.078699976E-2	3.162699938E-2	-5.676700175E-2	8.898212695E-2
1.019132195E1	5.973900110E-2	2.587600052E-2	-3.072799928E-2	7.198976035E-2
1.019616772E1	5.647499859E-2	1.648800075E-2	-5.044999998E-3	5.904855341E-2
1.020101333E1	5.181999877E-2	2.208000049E-3	1.454299968E-2	5.386730341E-2
1.020585910E1	4.560599849E-2	-1.266300026E-2	2.638199925E-2	5.418734685E-2
1.021070473E1	3.986800089E-2	-2.130299993E-2	3.227899969E-2	5.554465881E-2
1.021555027E1	3.323499858E-2	-1.659500040E-2	3.457099944E-2	5.074557293E-2
1.022039612E1	1.981999911E-2	-5.423000082E-3	3.225399926E-2	3.824345386E-2
1.022524191E1	-4.126999993E-3	-4.786000121E-3	3.103899956E-2	3.167581758E-2
1.023008745E1	-1.319800038E-2	-8.425000124E-3	3.089600056E-2	3.463712881E-2
1.023493329E1	1.989600062E-2	1.611600071E-2	3.276199847E-2	4.158034228E-2
1.023977881E1	6.418599933E-2	5.605399981E-2	3.585100174E-2	9.245100179E-2
1.024462443E1	6.526699662E-2	4.477899894E-2	3.921499848E-2	8.833320837E-2
1.024947019E1	5.936500058E-2	1.130499970E-2	4.318400100E-2	7.427559662E-2
1.025431580E1	7.922399789E-2	2.404900081E-2	4.808299989E-2	9.574325647E-2
1.025916156E1	6.778399646E-2	2.115399949E-2	5.276799947E-2	8.846820694E-2
1.026400718E1	8.321399987E-2	2.420200035E-2	5.274900049E-2	1.014532584E-1
1.026885294E1	1.268440038E-1	6.514000148E-2	4.871099815E-2	1.506830529E-1
1.027369856E1	1.081150025E-1	3.359600157E-2	3.916100040E-2	1.197961979E-1
1.027854433E1	1.132439971E-1	2.215199918E-2	2.871100046E-2	1.189085173E-1
1.028338995E1	7.290899754E-2	-3.410999896E-3	2.105299942E-2	7.596437077E-2
1.028823572E1	7.326799631E-2	-3.020000004E-4	1.454399992E-2	7.469818218E-2
1.029308134E1	8.402500302E-2	2.772199921E-2	1.125200000E-2	8.919258868E-2
1.029792711E1	9.218499810E-2	2.109199949E-2	7.021999918E-3	9.482750023E-2
1.030277265E1	7.859999686E-2	1.317100041E-2	3.127000062E-3	7.975721214E-2
1.030761850E1	5.904899910E-2	-1.302199997E-2	-2.604000038E-3	6.052385971E-2
1.031246403E1	3.779000044E-2	-1.852600090E-2	-5.723000038E-3	4.247410472E-2
1.031730964E1	4.197999835E-2	-1.552299969E-2	-9.495000355E-3	4.575411252E-2
1.032215548E1	2.534699999E-2	-2.033600025E-2	-1.168200001E-2	3.453248382E-2
1.032700104E1	4.798800126E-2	3.715000115E-3	-1.343199983E-2	4.997067250E-2
1.033184680E1	3.092000075E-2	-8.775000460E-3	-1.661900058E-2	3.618339757E-2
1.033669242E1	4.752900079E-2	1.570899971E-2	-1.955300011E-2	5.374103089E-2
1.034153817E1	5.034599826E-2	1.824999973E-2	-2.470799908E-2	5.897683655E-2
1.034638379E1	3.816999868E-2	1.906899922E-2	-2.659800090E-2	5.027951056E-2
1.035122956E1	4.617799819E-2	4.015599936E-2	-2.868499979E-2	6.758506502E-2
1.035607518E1	1.695800014E-2	1.961000077E-2	-3.278100118E-2	4.179377869E-2
1.036092094E1	-1.369499974E-2	-3.655999899E-3	-3.407799825E-2	3.690839089E-2
1.036576656E1	-1.395700034E-2	-1.001199987E-2	-3.696700186E-2	4.076269405E-2
1.037061233E1	-9.761000052E-3	-1.631000079E-2	-3.889499977E-2	4.329104128E-2
1.037545794E1	4.910000134E-4	-9.810000192E-4	-3.264899924E-2	3.266742404E-2
1.038030371E1	3.010000102E-3	1.134500001E-2	-2.471400052E-2	2.735965913E-2
1.038514932E1	-1.221199986E-2	-1.052400004E-2	-1.843000017E-2	2.448575961E-2
1.038999486E1	-9.960999712E-3	-1.205900032E-2	-1.001999993E-2	1.857529011E-2
1.039484070E1	-8.480000310E-3	8.677000180E-3	-2.588999923E-3	1.240579131E-2
1.039968626E1	-2.836400084E-2	-6.721000187E-3	-2.644999884E-3	2.926917169E-2
1.040453202E1	-1.464699954E-2	-1.353999949E-3	-5.882999860E-3	1.584227252E-2
1.040937764E1	-1.931500062E-2	4.534000065E-3	-5.537000019E-3	2.059817407E-2
1.041422349E1	-4.124600068E-2	-2.165500075E-2	-6.407999899E-3	4.702376093E-2
1.041906926E1	-1.026699971E-2	1.204499975E-2	-1.023500040E-2	1.884803797E-2
1.042391480E1	-2.704899944E-2	5.038000178E-3	-1.667900011E-2	3.217481719E-2
1.042876041E1	-1.225300040E-2	1.041600015E-2	-2.285600081E-2	2.794683973E-2
1.043360618E1	-2.538100071E-2	7.757999934E-3	-2.626500092E-2	3.733941662E-2
1.043845180E1	-2.656199969E-2	-1.519000041E-3	-3.103600070E-2	4.087885185E-2
1.044329756E1	-2.501600049E-2	1.225600019E-2	-3.364000097E-2	4.367676140E-2
1.044814318E1	-1.956599951E-2	7.888999768E-3	-3.457299992E-2	4.050132069E-2
1.045298895E1	-1.827099919E-2	1.844199933E-2	-3.238299862E-2	4.150416064E-2
1.045783457E1	-1.346699987E-2	1.513700001E-2	-3.069500066E-2	3.677868840E-2
1.046268033E1	-2.603299916E-2	1.083199959E-2	-2.825899981E-2	3.992017448E-2
1.046752595E1	-9.525000118E-3	1.945500076E-2	-2.854499966E-2	3.583349951E-2
1.047237174E1	-2.485900000E-2	1.901000040E-3	-3.094499931E-2	3.973885585E-2
1.047721735E1	2.331000054E-3	2.265500091E-2	-3.433300182E-2	4.119997138E-2
1.048206312E1	-1.582000055E-3	7.907999679E-3	-4.055500031E-2	4.134908987E-2
1.048690865E1	9.460000321E-3	1.398800034E-2	-6.149499863E-2	6.377139340E-2
1.049175426E1	5.091999844E-2	2.957800031E-2	-1.468189955E-1	1.581882479E-1
1.049660011E1	7.048899680E-2	2.193900011E-2	-1.724919975E-1	1.876259779E-1
1.050144567E1	1.023619995E-1	3.695999831E-2	-1.183290035E-1	1.607662075E-1
1.050629151E1	1.140680015E-1	4.182700068E-2	-5.814199895E-2	1.346903820E-1
1.051113705E1	9.680899978E-2	3.275899962E-2	-1.503599994E-2	1.033015769E-1
1.051598281E1	9.832499921E-2	4.785199836E-2	1.172100008E-2	1.099772752E-1
1.052082843E1	1.029220000E-1	5.322200060E-2	2.054999955E-2	1.176767688E-1
1.052567420E1	8.501899987E-2	3.574499860E-2	1.612100005E-2	9.362596813E-2
1.053051981E1	7.203800231E-2	3.051199950E-2	4.021999892E-3	7.833666047E-2
